id,Pendapatan Keluarga,Jumlah Tanggungan dalam Keluarga,Pekerjaan Orang Tua/Wali,Pendidikan Orang Tua/Wali,Kepemilikan Aset,Lokasi Tempat Tinggal,Pengeluaran Bulanan Keluarga,Status Kepesertaan Program Bantuan Pemerintah,Riwayat Beasiswa atau Bantuan Pendidikan,Ayah Hidup?,Ibu Hidup?,Status Kepemilikan Tempat Tinggal,Jumlah (Perkiraan Harga Pasar) Kendaraan yang Dimiliki,Daya Listrik (Watt),Luas Tanah Rumah (m2),Luas Bangunan Rumah (m2),NJOP per Meter,Bahan Atap Rumah,Bahan Tembok Rumah,Bahan Lantai Rumah,Rerata Pengeluaran Listrik & Air per Bulan,Total Hutang,Cicilan Hutang per Bulan,Program Studi,Kota,Jalur Masuk,Golongan UKT
62393,lebih dari Rp 5.000.000,1.0,Wiraswasta,SLTP,Milik Sendiri,Kabupaten Cilacap ,1500000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,85000000.0,900.0,300.0,135.0,22000.0,Genteng,Batu Bata,Keramik,460000.0,50000000.0,2600000.0,Akuntansi,Kabupaten Cilacap ,SNBP,7.0
110221,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Buruh,MTs,Milik Sendiri,Kab. Jepara,1500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,8000000.0,450.0,135.0,90.0,64.0,Genteng,Batu bata,Sement,40000.0,0.0,0.0,Sastra Inggris,Kab. Jepara,SNBT,0.0
147860,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Wiraswasta,MA,Kontrak,Kota Jakarta Selatan,3000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Kontrak,18000000.0,1300.0,,220.0,5000000.0,Gympsum,beton,keramik,400000.0,50000000.0,500000.0,Pendidikan Guru Pendidikan Anak Usia Dini,Kota Jakarta Selatan,SNBT,5.0
77268,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SLTA,Menumpang,Kabupaten Tebo ,1200000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Menumpang,6000000.0,900.0,500.0,56.0,10000.0,Genting,kayu,semen plester,110000.0,12000000.0,250000.0,Pendidikan Matematika,Kabupaten Tebo ,SNBP,0.0
151128,Rp 4.000.000 s.d. Rp 5.000.000,0.0,Wiraswasta,MA,Menumpang,Kab. Pemalang,1000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,16000000.0,900.0,512.0,56.0,160000.0,"galvalo,genteng",batu bata,"plester,keramik",254311.0,100000000.0,2405658.0,"Pendidikan Seni Drama, Tari, dan Musik",Kab. Pemalang,SNBT,5.0
75895,lebih dari Rp 5.000.000,0.0,Pegawai Pemerintahan,SLTA,Milik Sendiri,Kabupaten Banjarnegara ,5000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,25000000.0,900.0,180.0,160.0,800000.0,genting tanah liat,dinding plester,keramik,160000.0,0.0,0.0,Ilmu Hukum,Kabupaten Banjarnegara ,SNBP,3.0
62410,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Pegawai Swasta,SLTA,Menumpang,Kabupaten Wonosobo ,1000000.0,,Tidak Dapat,Hidup,Hidup,Menumpang,7000000.0,450.0,310.0,75.0,20000.0,Genting,Kayu,Semen plester,61000.0,0.0,0.0,Pendidikan Ekonomi,Kabupaten Wonosobo ,SNBP,3.0
77991,Rp 4.000.000 s.d. Rp 5.000.000,0.0,Buruh,SMP,Menumpang,Kabupaten Semarang ,1000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,0.0,450.0,111.0,45.0,82000.0,Genting,Bata,Keramik,35000.0,0.0,0.0,Teknologi Pendidikan,Kabupaten Semarang ,SNBP,2.0
150675,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Pegawai Pemerintahan,SLTA Sederajat,Milik Sendiri,Kab. Blora,2000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,18000000.0,900.0,710.0,220.0,36000.0,Genting,Kayu Jati,Keramik,100000.0,0.0,0.0,Pendidikan Biologi,Kab. Blora,SNBT,5.0
105778,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Tidak Bekerja,SLTA Sederajat,Milik Sendiri,Kab. Kotawaringin Barat,400000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,12000000.0,360.0,81.0,48.0,0.0,Seng,Beton,Kramik,52750.0,149500000.0,775000.0,Pendidikan Sosiologi dan Antropologi,Kab. Kotawaringin Barat,SNBP,3.0
109799,lebih dari Rp 5.000.000,3.0,Wiraswasta,S1,Milik Sendiri,Kota Semarang,3650000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,5000000.0,450.0,118.0,50.0,158000.0,Genting,Batu Bata,Keramik,105000.0,0.0,0.0,Bimbingan dan Konseling,Kota Semarang,SNBT,5.0
83183,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Wiraswasta,Tidak Lulus SD,Menumpang,Kabupaten Grobogan ,1000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,9000000.0,900.0,22.0,18.0,0.0,Genting,Batu bata,Semen plester,80000.0,20000000.0,750000.0,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",Kabupaten Grobogan ,SNBT,2.0
124995,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,MA,Milik Sendiri,Kab. Ngawi,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,23000000.0,450.0,200.0,0.0,20000.0,Genting tanah liat,Batu bata merah,Keramik tanah liat,60000.0,0.0,0.0,Sastra Indonesia,Kab. Ngawi,SNBP,4.0
89243,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SLTA,Milik Sendiri,Kabupaten Wonosobo ,1680000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,2500000.0,2200.0,114.0,77.0,243000.0,Seng,kayu,plester,500000.0,0.0,0.0,Pendidikan Guru Sekolah Dasar,Kabupaten Wonosobo ,SNBP,3.0
107166,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SD/MI Sederajat,Milik Sendiri,Kab. Majalengka,1000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,6000000.0,900.0,256.0,24.0,243000.0,genteng tanah dan asbes,grc,keramik dan semen,90000.0,0.0,0.0,Teknologi Pendidikan,Kab. Majalengka,SNBT,4.0
107429,lebih dari Rp 5.000.000,1.0,Pegawai Swasta,S-1/D4,Milik Sendiri,Kab. Bogor,3000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,9000000.0,1300.0,94.0,45.0,1573000.0,genteng beton rangka kayu,bata merah diplester aci,keramik,300000.0,0.0,0.0,Sastra Inggris,Kab. Bogor,SNBT,6.0
83997,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Pegawai Swasta,D4,Menumpang,Kota Semarang ,1000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,20000000.0,1300.0,103.0,90.0,2779000.0,asbes,"tembok bata, di plaster",keramik,333500.0,500000.0,50000.0,Farmasi,Kota Semarang ,SNBT,4.0
76105,"kurang dari Rp 1.000.000,-",2.0,Buruh,SMA,Milik Sendiri,Kabupaten Klaten ,400000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,15500000.0,900.0,243.0,84.0,82000.0,Genting,Bata merah,Tegel,106000.0,0.0,0.0,Ilmu Politik,Kabupaten Klaten ,SNBP,3.0
91196,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Wiraswasta,D4,Milik Sendiri,Kabupaten Brebes ,600000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,53500000.0,1300.0,225.0,66.0,394000.0,Genteng atau tanah liat,Dinding Plaster,Keramik,375000.0,0.0,0.0,Teknik Informatika,Kabupaten Brebes ,SNBP,4.0
95772,lebih dari Rp 5.000.000,2.0,Pegawai Swasta,D-3/D2,Milik Sendiri,Kota Semarang ,5000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,170000000.0,1300.0,108.0,37.0,1862000.0,Genteng Beton,Batu bata,Keramik,600000.0,3000000.0,3000000.0,Geografi,Kota Semarang ,SNBT,7.0
80662,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Buruh,SLTA Sederajat,Menumpang,Kota Salatiga ,3600000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,17000000.0,900.0,70.0,54.0,394000.0,asbes,semi permanent,plester,133200.0,50000000.0,2100000.0,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",Kota Salatiga ,SNBT,2.0
82656,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Tidak Bekerja,S1/D-4,Milik Sendiri,Kabupaten Banjarnegara ,2500000.0,KIS/JKS/BPJS,Tidak Dapat,Meninggal,Hidup,Milik Sendiri,2.0,900.0,2271.0,90.0,54000.0,Genting tanah liat,Bata semen,Keramik,300000.0,0.0,0.0,Pendidikan Matematika,Kabupaten Banjarnegara ,SNBT,4.0
150807,Rp 3.000.000 s.d. Rp 4.000.000,0.0,Tidak Bekerja,MTs,Milik Sendiri,Kab. Blora,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Meninggal,Hidup,Milik Sendiri,1.0,450.0,208.0,175.0,27000.0,genteng tanah liat,papan kayu,semen,40000.0,0.0,0.0,Ilmu Hukum,Kab. Blora,SNBT,2.0
126556,lebih dari Rp 5.000.000,2.0,Buruh,MA,Milik Sendiri,Kota Batam,1800000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,11000000.0,1320.0,80.0,72.0,,Asbes,Batako,Keramik,550000.0,0.0,0.0,Sastra Inggris,Kota Batam,SNBT,6.0
107484,"kurang dari Rp 1.000.000,-",2.0,Buruh,SLTP Sederajat,Milik Sendiri,Kota Bogor,2500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,0.0,450.0,50.0,40.0,0.0,ASBES,SETENGAH BADAN,TEMBOK SEMEN,50000.0,0.0,0.0,Pendidikan Bahasa Jepang,Kota Bogor,SNBT,0.0
45489,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Petani,SD,Milik Sendiri,Kabupaten Boyolali ,0.0,,-,Hidup,Hidup,Milik Sendiri,7000000.0,900.0,1658.0,70.0,7150.0,Genteng,papan kayu,keramik,305000.0,0.0,0.0,Ilmu Keolahragaan,Kabupaten Boyolali ,SNBT,4.0
44996,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Petani,MI,Milik Sendiri,Kabupaten Pati ,800000.0,,Tidak,Hidup,Hidup,Milik Sendiri,,450.0,560.0,108.0,48000.0,Genteng tanah liat,Bata,Keramik,66217.0,0.0,0.0,Pendidikan Matematika,Kabupaten Pati ,SNBT,4.0
96347,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Tidak Bekerja,Tidak Lulus SD,Menumpang,Kabupaten Kebumen ,2000000.0,KIS/JKS/BPJS,-,Meninggal,Meninggal,Menumpang,12000000.0,450.0,708.0,222.0,103000.0,genteng tanah liat,dinding batu bata,plester,20000.0,265000000.0,3300000.0,Pendidikan Guru Pendidikan Anak Usia Dini,Kabupaten Kebumen ,SNBT,5.0
76571,Rp 3.000.000 s.d. Rp 4.000.000,3.0,Buruh,SLTA Sederajat,Milik Sendiri,Kabupaten Lamongan ,2000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,105.0,60.0,27000.0,Genting tanah liat,Plester tanpa cat,Tegel kuning dan plester,85000.0,6000000.0,225000.0,Pendidikan Bahasa Jepang,Kabupaten Lamongan ,SNBP,2.0
103412,"kurang dari Rp 1.000.000,-",1.0,Pegawai Swasta,SLTA,Menumpang,Kab. Kudus,0.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,1.0,450.0,180.0,48.0,429000.0,genting,semen / beton,keramik,100.0,0.0,0.0,Pendidikan Guru Sekolah Dasar,Kab. Kudus,SNBP,2.0
129334,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Buruh,SLTP Sederajat,Milik Sendiri,Kab. Jepara,1200000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,20000000.0,136.0,246.0,60.0,0.0,Genteng,Batu Bata,Keramik,63700.0,0.0,100000.0,Pendidikan Ekonomi,Kab. Jepara,SNBT,0.0
94070,lebih dari Rp 5.000.000,2.0,Buruh,S1/D-4,Milik Sendiri,Kota Jakarta Timur ,1500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,82000000.0,1300.0,173.0,160.0,2508000.0,Tanah liat,batako,keramik,400000.0,63695700.0,2359100.0,Ilmu Hukum,Kota Jakarta Timur ,SNBT,5.0
128260,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Buruh,SD/MI Sederajat,Menumpang,Kab. Kudus,1500000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Menumpang,15000000.0,0.0,263.0,42.0,160000.0,Genteng tanah liat,Batu bata,Keramik,65000.0,5000000.0,0.0,Akuntansi,Kab. Kudus,SNBT,0.0
77398,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Buruh,Tidak Lulus SD,Kontrak,Kota Semarang ,750000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Kontrak,1.0,450.0,36.0,36.0,139680000.0,Genteng,Kayu,Plesteran,250000.0,6000000.0,450000.0,Pendidikan Tata Boga,Kota Semarang ,SNBP,2.0
108172,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Wiraswasta,SLTA Sederajat,Milik Sendiri,Kab. Tegal,1500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,8000000.0,900.0,180.0,84.0,1147000.0,genteng,batu bata,keramik,322091.0,0.0,0.0,Teknik Informatika,Kab. Tegal,SNBT,4.0
148858,lebih dari Rp 5.000.000,0.0,Pegawai Pemerintahan,SLTA,Milik Sendiri,Kab. Magelang,11366594.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,108.0,81.0,120000.0,Gendeng beton,Bata merah,Kramik,330000.0,150000000.0,3219594.0,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",Kab. Magelang,SNBT,7.0
129239,lebih dari Rp 5.000.000,2.0,Pegawai Swasta,MA,Milik Sendiri,Kota Semarang,2000000.0,KIS/JKS/BPJS,kipk,,Hidup,Milik Sendiri,55000000.0,900.0,700.0,90.0,0.0,genting tanah liat,batu bata,keramik,150000.0,0.0,0.0,Sastra Indonesia,Kota Semarang,SNBT,0.0
96410,lebih dari Rp 5.000.000,1.0,Petani,S1/D-4,Milik Sendiri,Kabupaten Pacitan ,2000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,15000000.0,900.0,300.0,108.0,250000.0,Kayu & Genting,Semen & Batu Bata,Keramik,175000.0,0.0,0.0,Pendidikan Seni Rupa,Kabupaten Pacitan ,SNBT,6.0
94042,lebih dari Rp 5.000.000,2.0,Tidak Bekerja,D-3/D2,Milik Sendiri,Kota Jakarta Timur ,4500000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,7500000.0,1300.0,96.0,55.0,371625000.0,Genteng,Batu Bata,Keramik Putih,600000.0,4983400.0,4983400.0,Ekonomi Pembangunan,Kota Jakarta Timur ,SNBT,7.0
61076,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Pegawai Swasta,SMA,Milik Sendiri,Kota Tegal ,1500000.0,,Tidak Dapat,Hidup,Meninggal,Milik Sendiri,1.0,900.0,220.0,75.0,243.0,genteng,batu bata,keramik,112000.0,0.0,0.0,,Kota Tegal ,SNBP,4.0
126727,lebih dari Rp 5.000.000,1.0,Buruh,SLTA Sederajat,Milik Sendiri,Kab. Bekasi,7000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,15000000.0,,60.0,60.0,916000.0,Asbes,Batako + Bata merah yang diplester,Keramik,411601.0,0.0,0.0,Teknik Kimia,Kab. Bekasi,SNBT,7.0
89214,"kurang dari Rp 1.000.000,-",2.0,Petani,SD/MI Sederajat,Milik Sendiri,Kabupaten Oku Timur ,200000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,3500000.0,900.0,80.0,45.0,20000.0,Genting,Semen/Bata,Tanah,140000.0,0.0,0.0,Pendidikan Ekonomi,Kabupaten Oku Timur ,SNBP,0.0
46197,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Pegawai Swasta,MA,Milik Sendiri,Kabupaten Blora ,0.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,1.0,900.0,613.0,613.0,27000.0,genting,semen,keramik,200000.0,0.0,0.0,Pendidikan Ilmu Pengetahuan Sosial,Kabupaten Blora ,SNBT,5.0
44022,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Wiraswasta,MA,Milik Sendiri,Kabupaten Tegal ,2000000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,20000000.0,900.0,391.0,65.0,200000.0,Tanah liat,Batu bata,Keramik,65000.0,0.0,0.0,Kimia,Kabupaten Tegal ,SNBP,4.0
105368,Rp 2.000.000 s.d. Rp 3.000.000,3.0,Wiraswasta,SD,Milik Sendiri,Kab. Jepara,1420000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,10000000.0,450.0,559.0,70.0,48000.0,GENTENG,BATU BATA,KERAMIK,60000.0,4000000.0,480000.0,"Pendidikan Bahasa, Sastra Indonesia, dan Daerah",Kab. Jepara,SNBP,0.0
109491,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Buruh,SLTP,Milik Sendiri,Kab. Jepara,900000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,2.0,900.0,74.0,0.0,5.0,genteng,Bata semen,keramik,100000.0,10000000.0,0.0,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",Kab. Jepara,SNBT,0.0
81715,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Petani,MI,Menumpang,Kabupaten Wonogiri ,600000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,52000000.0,450.0,1925.0,120.0,70000.0,Genteng,Batu bata,Keramik,100000.0,5000000.0,200000.0,Ilmu Hukum,Kabupaten Wonogiri ,SNBT,4.0
105824,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Buruh,SLTA,Milik Sendiri,Kab. Semarang,1300000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,15.0,7.0,0.0,Genting tanah liat,Batako,Keramik tanah liat,40000.0,0.0,0.0,"Pendidikan Bahasa, Sastra Indonesia, dan Daerah",Kab. Semarang,SNBP,3.0
104224,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,S1,Milik Sendiri,Kota Tegal,5000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,79000000.0,900.0,231.0,80.0,335000.0,Genteng,Dinding plester,Keramik,346000.0,100000000.0,4000000.0,Pendidikan Bahasa dan Sastra Jawa,Kota Tegal,SNBP,7.0
103533,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Buruh,MI,Milik Sendiri,Kab. Batang,800000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,3900000.0,450.0,288.0,96.0,27000.0,Genting,Batu Bata,Keramik,82000.0,0.0,0.0,Pendidikan Teknik Otomotif,Kab. Batang,SNBP,3.0
103982,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Wiraswasta,D3/D-2,Milik Sendiri,Kab. Banyumas,1000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,19000000.0,900.0,153.0,80.0,285000.0,Genting tanah liat,Batu bata dan Semen,Keramik,400000.0,0.0,0.0,Teknologi Pendidikan,Kab. Banyumas,SNBP,5.0
111052,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Petani,SLTP,Milik Sendiri,Kab. Kebumen,300000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,10000000.0,450.0,437.0,77.0,103000.0,Genteng,Batu bata,Keramik,40000.0,0.0,0.0,Manajemen,Kab. Kebumen,SNBT,5.0
67901,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kota Semarang ,3000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,15000000.0,1300.0,65.0,60.0,1147000.0,Asbes dan genteng,Batu bata,Keramik,500000.0,0.0,0.0,Pendidikan Tata Kecantikan,Kota Semarang ,SNBT,5.0
95691,lebih dari Rp 5.000.000,1.0,Pegawai Pemerintahan,D4,Milik Sendiri,Kabupaten Semarang ,3000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,20000000.0,900.0,48.0,48.0,300000.0,Genteng,Bata Merah,Keramik,300.0,35000000.0,2200000.0,"Pendidikan Seni Drama, Tari, dan Musik",Kabupaten Semarang ,SNBT,5.0
107357,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SD/MI Sederajat,Milik Sendiri,Kab. Cilacap,500000.0,KIS/JKS/BPJS,-,,Hidup,Milik Sendiri,2700000.0,900.0,700.0,70.0,64000.0,GENTING,SEMEN,KERAMIK,190867.0,25000000.0,760500.0,"Pendidikan Bahasa, Sastra Indonesia, dan Daerah",Kab. Cilacap,SNBT,5.0
75860,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Tidak Bekerja,S-1/D4,Menumpang,Kota Jakarta Barat ,1200000.0,KIS/JKS/BPJS,Tidak Dapat,Meninggal,Hidup,Menumpang,9500000.0,1300.0,336.0,150.0,19107.0,baja ringan,semen dan batako,Keramik,375000.0,7000000.0,792000.0,Ilmu Hukum,Kota Jakarta Barat ,SNBP,4.0
129522,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Nelayan,MI,Milik Sendiri,Kab. Pemalang,1000000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,15000000.0,450.0,223.0,88.0,64000.0,Genteng tanah liat,Bata,Keramik,40000.0,0.0,0.0,Akuntansi,Kab. Pemalang,SNBT,0.0
69535,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Buruh,SMP,Menumpang,Kabupaten Banyumas ,800000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,3000000.0,450.0,78.0,42.0,103000.0,Genting,Semen bata,Semen Plester,50000.0,0.0,0.0,Pendidikan Pancasila dan Kewarganegaraan,,SNBT,3.0
150352,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kota Semarang,1500000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,11000000.0,900.0,364.0,45.0,916000.0,Asbes dan galvalum,bata ringan dan batako,keramik dan plester semen,135000.0,0.0,0.0,Pendidikan Teknik Otomotif,Kota Semarang,SNBT,0.0
151130,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kota Semarang,1100000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,15000000.0,450.0,60.0,50.0,2925000.0,Genting tanah liat,Semen dan batu bata merah,Keramik,110000.0,0.0,0.0,Pendidikan Kepelatihan Olahraga,Kota Semarang,SNBT,5.0
95553,Rp 3.000.000 s.d. Rp 4.000.000,4.0,Pegawai Swasta,SMA,Milik Sendiri,Kota Semarang ,2500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,4000000.0,450.0,91.0,42.0,916000.0,genting tanah liat,semen,keramik,110000.0,0.0,0.0,Pendidikan Sosiologi dan Antropologi,Kota Semarang ,SNBT,0.0
45268,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Buruh,SLTP,Milik Sendiri,Kabupaten Pemalang ,800000.0,,Tidak,Hidup,Hidup,Milik Sendiri,3000000.0,450.0,333.0,45.0,0.0,Genting,Semen batu bata,Semen plester,25000.0,4500000.0,50000.0,Teknik Elektro,Kabupaten Pemalang ,SNBT,2.0
147350,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Pegawai Swasta,D-3/D2,Milik Sendiri,Kab. Tegal,700000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,60.0,50.0,0.0,Genteng,Batu bata,Keramik,400000.0,0.0,0.0,Pendidikan Teknik Elektro,Kab. Tegal,SNBP,5.0
109078,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,SLTA,Milik Sendiri,Kab. Banyumas,700000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,10500000.0,450.0,348.0,80.0,82000.0,Genting,semen,keramik,20000.0,25000000.0,1000000.0,Manajemen,Kab. Banyumas,SNBT,5.0
67680,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Tidak Bekerja,MA,Menumpang,Kabupaten Banyumas ,600000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,11850000.0,450.0,105.0,39.0,394000.0,Seng/Genting,Semen/Bata,Keramik,60000.0,24215000.0,1441000.0,Teknik Informatika,Kabupaten Banyumas ,SNBT,3.0
126841,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Tidak Bekerja,S-1/D4,Milik Sendiri,Kota Bekasi,500000.0,KIS/JKS/BPJS,Tidak,Meninggal,Hidup,Milik Sendiri,1.0,720.0,60.0,80.0,0.0,tanah,hebel,keramik,100000.0,0.0,0.0,Ilmu Hukum,Kota Bekasi,SNBT,2.0
93777,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SMA,Menumpang,Kabupaten Kebumen ,1000000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Menumpang,10000000.0,450.0,678.0,0.0,0.0,Genteng,Semen,Keramik,40310.0,0.0,0.0,Kesehatan Masyarakat,Kabupaten Kebumen ,SNBT,0.0
103836,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Wiraswasta,SLTP Sederajat,Milik Sendiri,Kab. Cilacap,1200000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,27000000.0,450.0,703.0,0.0,36000.0,ASBES,SEMEN,KERAMIK dan SEMEN PLESTER,35000.0,0.0,0.0,Manajemen,Kab. Cilacap,SNBP,0.0
89744,"kurang dari Rp 1.000.000,-",0.0,Tidak Bekerja,S1/D-4,Milik Sendiri,Kabupaten Klaten ,250000.0,KIS/JKS/BPJS,kipk,Meninggal,Hidup,Milik Sendiri,5000000.0,900.0,309.0,48.0,22000.0,Genteng/tanah liat,Batu bata,Keramik,100000.0,0.0,0.0,Ilmu Hukum,Kabupaten Klaten ,SNBP,0.0
124551,lebih dari Rp 5.000.000,1.0,Tidak Bekerja,SMA,Milik Sendiri,Kab. Bekasi,4620000.0,KIS/JKS/BPJS,Tidak,Meninggal,Hidup,Milik Sendiri,70000000.0,900.0,90.0,36.0,1573000.0,Genteng,batako,keramik,550000.0,35500000.0,3800000.0,Akuntansi,Kab. Bekasi,SNBP,6.0
45780,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Wiraswasta,SMA,Milik Sendiri,Kota Semarang ,1500000.0,,Tidak,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,60.0,35.0,1147000.0,Genteng Beton Ringan,Batu Bata,Keramik,135000.0,0.0,0.0,Pendidikan Bahasa Jepang,Kota Semarang ,SNBT,4.0
